Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
Sunteck Realty,IN:SU1,SUNT.NS,03/12/1985,1985,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Sunteck Realty,Active,"Sunteck Realty Ltd, Ordinary Share, National Stock Exchange of India",INE805D01034,,SUNTECK,4295872307.0,,
Ashiana Housing,IN:AGF,AHFN.NS,25/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Ashiana Housing,Active,"Ashiana Housing Ltd, Ordinary Share, National Stock Exchange of India",INE365D01021,,ASHIANA,4295873808.0,,
Lancor Holdings,IN:LCR,LNCR.NS,12/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Lancor Holdings,Active,"Lancor Holdings Ltd, Ordinary Share, National Stock Exchange of India",INE572G01025,,LANCORHOL,4295873701.0,,
Country Condo's,IN:COU,COCO.NS,15/12/1999,1999,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Country Condo's,Active,"Country Condo's Ltd, Ordinary Share, National Stock Exchange of India",INE695B01025,B03J166,COUNCODOS,4295917011.0,,
Supreme Holdings and Hospital,IN:OLD,SPHD.NS,03/07/1995,1995,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Supreme Holdings and Hospital,Active,"Supreme Holdings & Hospitality (India) Ltd, Ordinary Share, National Stock Exchange of India",INE822E01011,,SUPREME,4298077622.0,,
EFC (I),IN:AXS,EFCI.NS,29/09/2005,2005,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,EFC (I),Active,"EFC (I) Ltd, Ordinary Share, National Stock Exchange of India",INE886D01026,,EFCIL,4297958206.0,,
PVP Ventures,IN:SOT,PVPV.NS,02/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,PVP Ventures,Active,"PVP Ventures Ltd, Ordinary Share, National Stock Exchange of India",INE362A01016,,PVP,4295873531.0,,
Vipul,IN:VUL,VIPL.NS,10/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Vipul,Active,"Vipul Ltd, Ordinary Share, National Stock Exchange of India",INE946H01037,,VIPULLTD,4296200122.0,,
Coral India Finance and Housing,IN:CIF,CORI.NS,22/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Coral India Finance and Housing,Active,"Coral India Finance and Housing Ltd, Ordinary Share, National Stock Exchange of India",INE558D01021,,CORALFINAC,4295872627.0,,
Ganesh Housing,IN:GHF,GANU.NS,22/03/1994,1994,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Ganesh Housing,Active,"Ganesh Housing Ltd, Ordinary Share, National Stock Exchange of India",INE460C01014,,GANESHHOU,4295873963.0,,
Arihant Superstructures,IN:RRT,ARIS.NS,27/09/2005,2005,Equities,National India,India,Indian Rupee,Equity,Real Estate Investment and Services,Arihant Superstructures,Active,"Arihant Superstructures Ltd, Ordinary Share, National Stock Exchange of India",INE643K01018,,ARIHANTSUP,4298076632.0,,
Future Enterprises,IN:FTR,FURE.NS,12/03/1999,1999,Equities,National India,India,Indian Rupee,Equity,Retailers,Future Enterprises,Active,"Future Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE623B01027,,FEL,4295873726.0,,
Trent,IN:LAM,TREN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Retailers,Trent,Active,"Trent Ltd, Ordinary Share, National Stock Exchange of India",INE849A01020,,TRENT,4295873248.0,,
Shopper's Stop,IN:HSP,SHOP.NS,23/05/2005,2005,Equities,National India,India,Indian Rupee,Equity,Retailers,Shopper's Stop,Active,"Shoppers Stop Ltd, Ordinary Share, National Stock Exchange of India",INE498B01024,,SHOPERSTOP,4295872814.0,,
Archies,IN:AGG,ARGG.NS,02/09/1998,1998,Equities,National India,India,Indian Rupee,Equity,Retailers,Archies,Active,"Archies Ltd, Ordinary Share, National Stock Exchange of India",INE731A01020,,ARCHIES,4295873313.0,,
Vakrangee,IN:VKS,VAKR.NS,19/04/1994,1994,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Vakrangee,Active,"Vakrangee Limited, Ordinary Share, National Stock Exchange of India",INE051B01021,,VAKRANGEE,4295874013.0,,
Black Box,IN:TLC,BLAC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Black Box,Active,"Black Box Ltd, Ordinary Share, National Stock Exchange of India",INE676A01027,,BBOX,4295874152.0,,
Mindteck India,IN:HDN,MDTK.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Mindteck India,Active,"Mindteck (India) Ltd, Ordinary Share, National Stock Exchange of India",INE110B01017,,MINDTECK,4295872297.0,,
Rolta India,IN:ROL,ROLT.NS,26/11/1990,1990,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Rolta India,Active,"Rolta India Ltd, Ordinary Share, National Stock Exchange of India",INE293A01013,,ROLTA,4295873102.0,,
Tata Elxsi,IN:TAL,TTEX.NS,02/04/1992,1992,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Tata Elxsi,Active,"Tata Elxsi Ltd, Ordinary Share, National Stock Exchange of India",INE670A01012,,TATAELXSI,4295874136.0,,
Mastek,IN:MAS,MAST.NS,08/04/1993,1993,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Mastek,Active,"Mastek Ltd, Ordinary Share, National Stock Exchange of India",INE759A01021,,MASTEK,4295872687.0,,
Infosys,IN:INE,INFY.NS,14/06/1993,1993,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Infosys,Active,"Infosys Ltd, Ordinary Share, National Stock Exchange of India",INE009A01021,,INFY,4295872682.0,,
Zensar Technologies,IN:FUJ,ZENT.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Zensar Technologies,Active,"Zensar Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE520A01027,,ZENSARTECH,4295874297.0,,
Wipro,IN:WIP,WIPR.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Wipro,Active,"Wipro Ltd, Ordinary Share, National Stock Exchange of India",INE075A01022,,WIPRO,4295873558.0,,
RS Software (India),IN:RSS,RSSI.NS,04/08/1994,1994,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,RS Software (India),Active,"R S Software (India) Ltd, Ordinary Share, National Stock Exchange of India",INE165B01029,,RSSOFTWARE,4295874336.0,,
63 Moons Technologies,IN:FIT,63MO.NS,27/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,63 Moons Technologies,Active,"63 Moons Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE111B01023,,63MOONS,4295874272.0,,
Birlasoft,IN:KPD,BIRS.NS,29/11/1999,1999,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Birlasoft,Active,"Birlasoft Ltd, Ordinary Share, National Stock Exchange of India",INE836A01035,,BSOFT,4295873485.0,,
Visesh Infotecnics,IN:VIH,VIFY.NS,31/01/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Visesh Infotecnics,Active,"MPS Infotecnics Ltd, Ordinary Share, National Stock Exchange of India",INE861A01058,,VISESHINFO,4295873855.0,,
Ramco Systems,IN:RMC,RMCS.NS,12/04/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Ramco Systems,Active,"Ramco Systems Ltd, Ordinary Share, National Stock Exchange of India",INE246B01019,,RAMCOSYS,4295874107.0,,
Oracle Financial Services Software,IN:XLE,ORCL.NS,28/06/2002,2002,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Oracle Financial Services Software,Active,"Oracle Financial Services Software Ltd, Ordinary Share, National Stock Exchange of India",INE881D01027,,OFSS,4295872584.0,,
Subex,IN:SUX,SUBX.NS,31/07/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Subex,Active,"Subex Ltd, Ordinary Share, National Stock Exchange of India",INE754A01055,,SUBEXLTD,4295872577.0,,
Genesys International Corporation,IN:GEC,GENS.NS,20/06/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Genesys International Corporation,Active,"Genesys International Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE727B01026,,GENESYS,4295873912.0,,
Intense Technologies,IN:FOI,INTN.NS,09/05/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Intense Technologies,Active,"Intense Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE781A01025,,INTENTECH,4295873454.0,,
Melstar Information Technologies,IN:MEI,MELS.NS,09/03/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Melstar Information Technologies,Active,"Melstar Information Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE817A01019,,MELSTAR,4295872163.0,,
HCL Technologies,IN:HTE,HCLT.NS,11/01/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,HCL Technologies,Active,"HCL Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE860A01027,,HCLTECH,4295873600.0,,
Cybertech Systems and Software,IN:CSS,CTSS.NS,09/10/1997,1997,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Cybertech Systems and Software,Active,"Cybertech Systems and Software Ltd, Ordinary Share, National Stock Exchange of India",INE214A01019,,CYBERTECH,4295873744.0,,
Orchasp,IN:CYI,ORCA.NS,01/12/1999,1999,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Orchasp,Active,"Orchasp Ltd, Ordinary Share, National Stock Exchange of India",INE215B01022,,ORCHASP,4296382376.0,,
Datamatics Global Services,IN:DTL,DATC.NS,07/05/2004,2004,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Datamatics Global Services,Active,"Datamatics Global Services Ltd, Ordinary Share, National Stock Exchange of India",INE365B01017,,DATAMATICS,4295873750.0,,
Coforge,IN:NTT,COFO.NS,30/08/2004,2004,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Coforge,Active,"Coforge Ltd, Ordinary Share, National Stock Exchange of India",INE591G01025,,COFORGE,4295873723.0,,
Tata Consultancy Services,IN:TSE,TCS.NS,25/08/2004,2004,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Tata Consultancy Services,Active,"Tata Consultancy Services Ltd, Ordinary Share, National Stock Exchange of India",INE467B01029,,TCS,4295872706.0,,
Xchanging Solutions,IN:XCN,XCHA.NS,09/03/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Xchanging Solutions,Active,"Xchanging Solutions Ltd, Ordinary Share, National Stock Exchange of India",INE692G01013,,XCHANGING,4295872306.0,,
3I Infotech,IN:3II,TIIN.NS,21/04/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,3I Infotech,Active,"3i Infotech Ltd, Ordinary Share, National Stock Exchange of India",INE748C01038,,3IINFOLTD,4295872635.0,,
Sasken Technologies,IN:SKN,SKCT.NS,08/09/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Sasken Technologies,Active,"Sasken Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE231F01020,,SASKEN,4295873892.0,,
I C S A (India),IN:AIC,ICSA.NS,15/03/1996,1996,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,I C S A (India),Active,"ICSA (India) Ltd, Ordinary Share, National Stock Exchange of India",INE306B01029,,ICSA,4295872416.0,,
Kernex Microsystems (India),IN:KSA,KMIL.NS,19/12/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Kernex Microsystems (India),Active,"Kernex Microsystems (India) Ltd, Ordinary Share, National Stock Exchange of India",INE202H01019,,KERNEX,4295872290.0,,
Megasoft,IN:ZAW,MSFT.NS,29/01/2001,2001,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Megasoft,Active,"Megasoft Ltd, Ordinary Share, National Stock Exchange of India",INE933B01012,,MEGASOFT,4295874003.0,,
Alldigi Technology,IN:AEO,ALLD.NS,09/05/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Alldigi Technology,Active,"Alldigi Tech Ltd, Ordinary Share, National Stock Exchange of India",INE835G01018,,ALLDIGI,4295874258.0,,
FCS Software Solutions,IN:FCS,FCSS.NS,21/09/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,FCS Software Solutions,Active,"FCS Software Solutions Ltd, Ordinary Share, National Stock Exchange of India",INE512B01022,,FCSSOFT,4295872408.0,,
Tera Software,IN:TFW,TERA.NS,03/03/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Tera Software,Active,"Tera Software Ltd, Ordinary Share, National Stock Exchange of India",INE482B01010,,TERASOFT,4295872765.0,,
Aurionpro Solutions,IN:AIO,APSL.NS,25/10/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Aurionpro Solutions,Active,"Aurionpro Solutions Ltd, Ordinary Share, National Stock Exchange of India",INE132H01018,,AURIONPRO,4295874155.0,,
California Software Company,IN:CFS,CALI.NS,09/05/2001,2001,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,California Software Company,Active,"California Software Company Ltd, Ordinary Share, National Stock Exchange of India",INE526B01014,,CALSOFT,4295873668.0,,
Virinchi Technologies,IN:VRC,VIRC.NS,12/03/2001,2001,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Virinchi Technologies,Active,"Virinchi Ltd, Ordinary Share, National Stock Exchange of India",INE539B01017,,VIRINCHI,4295872304.0,,
Compucom Software,IN:CCF,CMPU.NS,27/06/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Compucom Software,Active,"Compucom Software Ltd, Ordinary Share, National Stock Exchange of India",INE453B01029,,COMPUSOFT,4295874144.0,,
Cura Technologies,IN:SS1,CURA.NS,28/08/2000,2000,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Cura Technologies,Active,"CURA Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE117B01020,,CURAA,4295872630.0,,
Palred Technologies,IN:PDT,PALR.NS,12/03/2004,2004,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Palred Technologies,Active,"Palred Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE218G01033,,PALREDTEC,4295872222.0,,
Saksoft,IN:SK1,SAKS.NS,09/05/2005,2005,Equities,National India,India,Indian Rupee,Equity,Software and Computer Services,Saksoft,Active,"Saksoft Ltd, Ordinary Share, National Stock Exchange of India",INE667G01023,BP0QSF3,SAKSOFT,4295873894.0,,
